ProductID;ProductName;Product;ProductNumber;MakeFlag;FinishedGoodsFlag;Color;SafetyStockLevel;ReorderPoint;StandardCost;ListPrice;Size;SizeUnitMeasureCode;WeightUnitMeasureCode;Weight;DaysToManufacture;ProductLine;Class;Style;ProductSubcategoryID;ProductModelID;SellStartDate;SellEndDate;DiscontinuedDate
871;Mountain Bottle Cage;BC-M005 : Mountain Bottle Cage;BC-M005;0;1;;4;3;3.7363;9.99;;;;;0;M;;;28;112;7/1/2003 12:00:00 AM;;
872;Road Bottle Cage;BC-R205 : Road Bottle Cage;BC-R205;0;1;;4;3;3.3623;8.99;;;;;0;R;;;28;113;7/1/2003 12:00:00 AM;;
877;Bike Wash - Dissolver;CL-9009 : Bike Wash - Dissolver;CL-9009;0;1;;4;3;2.9733;7.95;;;;;0;S;;;29;119;7/1/2003 12:00:00 AM;;
878;Fender Set - Mountain;FE-6654 : Fender Set - Mountain;FE-6654;0;1;;4;3;8.2205;21.98;;;;;0;M;;;30;121;7/1/2003 12:00:00 AM;;
843;Cable Lock;LO-C100 : Cable Lock;LO-C100;0;1;;4;3;10.3125;25;;;;;0;S;;;34;115;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
873;Patch Kit/8 Patches;PK-7098 : Patch Kit/8 Patches;PK-7098;0;1;;4;3;0.8565;2.29;;;;;0;S;;;37;114;7/1/2003 12:00:00 AM;;
844;Minipump;PU-0452 : Minipump;PU-0452;0;1;;4;3;8.2459;19.99;;;;;0;S;;;36;116;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
876;Hitch Rack - 4-Bike;RA-H123 : Hitch Rack - 4-Bike;RA-H123;0;1;;4;3;44.88;120;;;;;0;S;;;26;118;7/1/2003 12:00:00 AM;;
879;All-Purpose Bike Stand;ST-1401 : All-Purpose Bike Stand;ST-1401;0;1;;4;3;59.466;159;;;;;0;M;;;27;122;7/1/2003 12:00:00 AM;;
870;Water Bottle - 30 oz.;WB-H098 : Water Bottle - 30 oz.;WB-H098;0;1;;4;3;1.8663;4.99;;;;;0;S;;;28;111;7/1/2003 12:00:00 AM;;
952;Chain;CH-0234 : Chain;CH-0234;0;1;Silver;500;375;8.9866;20.24;;;;;1;;;;7;98;7/1/2003 12:00:00 AM;;
948;Front Brakes;FB-9873 : Front Brakes;FB-9873;0;1;Silver;500;375;47.286;106.5;;;G;317.00;1;;;;6;102;7/1/2003 12:00:00 AM;;
945;Front Derailleur;FD-2342 : Front Derailleur;FD-2342;1;1;Silver;500;375;40.6216;91.49;;;G;88.00;1;;;;9;103;7/1/2003 12:00:00 AM;;
907;Rear Brakes;RB-9231 : Rear Brakes;RB-9231;0;1;Silver;500;375;47.286;106.5;;;G;317.00;1;;;;6;128;7/1/2003 12:00:00 AM;;
894;Rear Derailleur;RD-2308 : Rear Derailleur;RD-2308;1;1;Silver;500;375;53.9282;121.46;;;G;215.00;1;;;;9;127;7/1/2003 12:00:00 AM;;
941;Touring Pedal;PD-T852 : Touring Pedal;PD-T852;0;1;Silver/Black;500;375;35.9596;80.99;;;;;1;T;;;13;53;7/1/2003 12:00:00 AM;;
934;Touring Tire;TI-T723 : Touring Tire;TI-T723;0;1;;500;375;10.8423;28.99;;;;;0;T;;;37;91;7/1/2003 12:00:00 AM;;
921;Mountain Tire Tube;TT-M928 : Mountain Tire Tube;TT-M928;0;1;;500;375;1.8663;4.99;;;;;0;M;;;37;92;7/1/2003 12:00:00 AM;;
922;Road Tire Tube;TT-R982 : Road Tire Tube;TT-R982;0;1;;500;375;1.4923;3.99;;;;;0;R;;;37;93;7/1/2003 12:00:00 AM;;
923;Touring Tire Tube;TT-T092 : Touring Tire Tube;TT-T092;0;1;;500;375;1.8663;4.99;;;;;0;T;;;37;94;7/1/2003 12:00:00 AM;;
